name,body,kind,type,category,theme,color,lat,lon,lod,dimension,description
Ogygia Chasma,Tethys,moon-of-saturn,Chasma,tectonic,tectonic,#d4965a,56.0,84.8,4,,Island home of Calypso
Ormenus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-20.39,136.15,5,,Father of Ctesius
Penelope,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-10.83,290.78,5,,Faithful wife of Odysseus
Periboea,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,8.0,145.14,5,,Mother of Nausithous
Phemius,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,11.32,253.78,5,,Minstrel to the wooers spared by Odysseus
Philoetius,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,2.32,355.29,5,,Faithful herdsman of Odysseus' flock
Polycaste,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,1.38,93.59,5,,Daughter of Nestor
Polyphemus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-3.48,257.02,5,,Cyclops battled by Odysseus
Poseidon,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-55.71,78.7,5,,"Son of Cronos, brother of Zeus, god of the sea"
Rhexenor,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-75.63,114.78,5,,Brother of Alcinous
Salmoneus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-1.77,204.82,5,,Father of Tyro
Scheria Montes,Tethys,moon-of-saturn,Mons,moon-feature,tectonic,#3aeee8,30.0,49.0,5,,Island of the Phaeacians visited by Odysseus on his way home
Teiresias,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,60.39,179.17,5,,Aged prophet Odysseus consults him among the dead
Telemachus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,54.0,200.62,5,,Son of Odysseus
Telemus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-34.53,183.11,5,,Prophet of the Cyclops
Theoclymenus,Tethys,moon-of-saturn,Crater,crater,moon,#ff5faa,-14.43,334.37,5,,"Fugitive prophet, given refuge on Telemachus’ ship"
Abaya Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.17,134.45,2,,Lake in Ethiopia
Ahmakiq Undae,Titan,moon-of-saturn,Unda,moon-feature,moon,#3aeee8,2.22,337.3,5,,Mayan deity who locks up the crop-destroying winds
Akmena Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,85.1,124.4,2,,Lake in Lithuania
Albano Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,65.9,303.6,2,,Lake in Italy
Annecy Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.8,51.1,2,,Lake in France
Apanohuaya Flumen,Titan,moon-of-saturn,Flumen,fluvial,fluvial,#2d78e0,84.29,242.76,5,,Mythological river in the Aztec Underworld
Arala Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.1,55.1,2,,Lake in Mali
Atitlán Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,69.3,301.2,2,,Lake in Guatemala
Balaton Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,82.9,92.5,2,,Lake in Hungary
Bolsena Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.75,169.72,2,,Lake in Italy
Bralgu Insulae,Titan,moon-of-saturn,Insula,moon-feature,moon,#3aeee8,76.2,288.5,5,,"Baralku In Yolngu culture (Arnhem Land, Australia), the island of the dead and the place where the Djanggawul, the three creator siblings, o"
Brienz Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,85.3,136.2,2,,Lake in Switzerland
Buada Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.4,50.4,2,,Lake in Nauru
Cardiel Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,70.2,333.5,2,,Lake in Argentina
Cayuga Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,69.8,310.0,2,,"Lake in New York, USA"
Chapala Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.47,37.37,2,,Lake in Mexico
Chilwa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.0,48.7,2,,Lake in Malawi and Mozambique
Crveno Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-79.55,355.09,2,,Lake in Croatia
Dem Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.17,41.59,2,,Lake in Burkina Faso
Dilolo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.2,55.0,2,,Lake in Angola
Dridzis Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.9,48.7,2,,Lake in Latvia
Echoriath Montes,Titan,moon-of-saturn,Mons,moon-feature,tectonic,#3aeee8,-7.4,326.2,5,,"Name of a mountain range from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien"
Enriquillo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.4,302.41,2,,Lake in the Dominican Republic
Feia Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.7,115.59,2,,Lake in Brazil
Fena Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.57,40.47,2,,Lake in Guam
Fogo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.9,82.0,2,,"Lake in Portugal, Azores"
Freeman Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.6,328.9,2,,"Lake in Indiana, USA"
Gatun Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.79,1.96,2,,Lake in Panama
Gihon Flumen,Titan,moon-of-saturn,Flumen,fluvial,fluvial,#2d78e0,76.81,324.45,5,,"Biblical second River of Paradise, one of four rivers flowing from Eden"
Grasmere Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.3,76.9,2,,Lake in England
Grumman Labyrinthus,Titan,moon-of-saturn,Labyrinthus,tectonic,moon,#d4965a,-35.3,73.2,5,,Planet from the Dune series where Duncan Idaho first blooded his sword
Hammar Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,48.6,231.71,2,,Lake in Iraq
Hano,Titan,moon-of-saturn,Crater,crater,moon,#ff5faa,40.3,194.9,5,,"Bella Coola (northwestern USA and western Canada) goddess of education, knowledge, and magic"
Hlawga Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.6,76.4,2,,Lake in Myanmar
Ihi,Titan,moon-of-saturn,Crater,crater,moon,#ff5faa,-7.82,14.88,5,,"Tahitian goddess of wisdom, worshipped by the learned"
Ihotry Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.1,42.8,2,,Lake in Madagascar
Imogene Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.1,68.2,2,,"Lake in Idaho, USA"
Jingpo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.0,204.0,2,,Lake in China
Junín Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,66.9,303.1,2,,Lake in Peru
Karakul Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,86.3,123.4,2,,Lake in Tajikistan
Kayangan Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-86.3,337.83,2,,Lake in the Philippines
Kivu Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,87.0,59.0,2,,Lake on the border between Rwanda and The Democratic Republic of the Congo
Koitere Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,79.4,143.86,2,,Lake in Finland
Ladoga Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.8,153.9,2,,Lake in Russia
Lagdo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.5,54.3,2,,Lake in Cameroon
Lanao Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.0,322.3,2,,Lake in the Philippines
Letas Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.3,91.8,2,,Lake in Vanuatu
Logtak Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,70.8,313.9,2,,"Lake in Manipur, India"
Mackay Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.32,82.47,2,,Lake in Australia
Maracaibo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.3,52.3,2,,Lake in Venezuela
Mohini Fluctus,Titan,moon-of-saturn,Fluctus,volcanic,moon,#ff5849,-11.78,141.47,5,,Indian goddess of beauty and magic
Momoy,Titan,moon-of-saturn,Crater,crater,moon,#ff5faa,11.6,135.4,5,,"Chumash (California, USA) ancestor shaman and goddess of magic, education, knowledge, health and healing"
Müggel Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,84.44,336.5,2,,Lake in Germany
Muzhwi Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.8,53.7,2,,"Muzhwi Dam, lake in Zimbabwe"
Mweru Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.9,48.2,2,,Lake in Zambia and Democratic Republic of the Congo
Mývatn Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.19,44.72,2,,Lake in Iceland
Neagh Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.11,147.84,2,,"Lake in Northern Ireland, United Kingdom"
Negra Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,75.5,51.1,2,,Lake in Uruguay
Ohrid Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.8,318.1,2,,Lake on the border of Macedonia and Albania
Olomega Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.7,57.8,2,,Lake in El Salvador
Oneida Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.14,48.17,2,,"Lake in New York, USA"
Ontario Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-72.0,357.0,2,,Lake on the border between Canada and the United States
Phewa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.2,56.0,2,,Lake in Nepal
Pielinen Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.34,0.34,2,,Lake in Finland
Prespa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.1,44.3,2,,"Lake in the Republic of Macedonia, Albania, and Greece"
Qinghai Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,83.4,128.5,2,,"Kukunor, Tso Ngonpo lake in China"
Quilotoa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,80.3,59.9,2,,Lake in Ecuador
Rannoch Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.2,50.7,2,,Lake in Scotland
Robino Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.28,39.54,2,,Lake in Haiti
Roca Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,79.8,56.5,2,,Lake in Chile and Argentina
Rukwa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.8,45.2,2,,Lake in Tanzania
Rwegura Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.5,74.8,2,,Lake in Burundi
Sarygamysh Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,84.64,76.08,2,,Lake in Turkmenistan and Uzbekistan
Sevan Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,69.7,314.4,2,,Lake in Armenia
Shoji Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-79.74,13.63,2,,Lake in Japan
Sionascaig Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-41.52,261.88,2,,Lake in Scotland
Soi,Titan,moon-of-saturn,Crater,crater,moon,#ff5faa,24.3,39.1,5,,"Melanesian (New Ireland Island, Papua New Guinea) god of wisdom"
Sotonera Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.75,162.51,2,,Lake in Spain
[Sotra Facula],Titan,moon-of-saturn,Facula,moon-feature,moon,#3aeee8,-12.5,140.2,5,,Norwegian island
Sparrow Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,84.3,115.3,2,,Lake in Canada
Suwa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.1,44.8,2,,Lake in Japan
Synevyr Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.0,126.4,2,,Lake in Ukraine
Taupo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.7,47.4,2,,Lake in New Zealand
Tengiz Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.2,74.4,2,,Lake in Kazakhstan
Tibi Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,76.65,44.25,2,,Lake in Sierra Leone
Toba Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,70.9,71.9,2,,Lake in Indonesia
Totak Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.03,314.01,2,,Lake in Norway
Towada Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.4,295.8,2,,Lake in Japan
Trichonida Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.3,114.7,2,,Lake in Greece
Tsomgo Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-86.37,17.59,2,,"Tsongmo, Changu Lake in India"
Urmia Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,-39.27,263.45,2,,Lake in Iran
Uvs Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,69.6,294.3,2,,Lake in Mongolia
Vaca Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,77.0,48.07,2,,Lake in Belize
Vänern Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,70.4,316.9,2,,Lake in Sweden
Van Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,74.2,42.7,2,,Lake in Turkey
Viedma Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.0,54.3,2,,Lake in Argentina
Waikare Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,81.6,54.0,2,,Lake in New Zealand
Weija Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,68.77,212.32,2,,Lake in Ghana
Winnipeg Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.05,26.69,2,,Lake in Canada
Xolotlán Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,82.3,107.1,2,,Managua lake in Nicaragua
Yessey Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.0,69.2,2,,"Lake in Siberia (Evenkia, Asiatic Russia)"
Yojoa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,78.1,125.9,2,,Lake in Honduras
Ypoa Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,73.4,47.8,2,,Lake in Paraguay
Zaza Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,72.4,73.1,2,,Lake in Cuba
Zub Lacus,Titan,moon-of-saturn,Lacus,moon-feature,fluvial,#3aeee8,71.7,77.4,2,,Lake in Antarctica
North Polar Hood,Uranus,surface,Polar haze cap,polar,polar,#a8d0ff,70.0,20.0,1,,A bright polar hood driven by Uranus' extreme 97.77° axial tilt
South Polar Region,Uranus,surface,Polar atmosphere,polar,polar,#a8d0ff,-70.0,210.0,2,,Uranus' southern polar atmosphere
Equatorial Band,Uranus,surface,Subtle cloud band,band,band,#c8a8e0,0.0,0.0,2,,A muted equatorial cloud band visible in enhanced contrast products
Northern Mid-Latitude Band,Uranus,surface,Cloud band,band,band,#c8a8e0,32.0,120.0,2,,A representative northern mid-latitude band where methane haze and cloud contrast vary
Southern Mid-Latitude Band,Uranus,surface,Cloud band,band,band,#c8a8e0,-32.0,300.0,2,,A representative southern band used for tracking subtle atmospheric circulation
North Temperate Belt,Uranus,surface,Temperate belt,band,band,#c8a8e0,45.0,60.0,2,,A northern mid-latitude belt showing subtle banding in methane-sensitive imaging
South Temperate Belt,Uranus,surface,Temperate belt,band,band,#c8a8e0,-45.0,240.0,2,,A southern temperate belt visible in high-contrast atmospheric views
Bright Cloud Complex,Uranus,surface,Methane cloud complex,storm,storm,#ffaa55,28.0,80.0,2,,A representative bright methane cloud in Uranus' upper atmosphere
Dark Spot Latitude,Uranus,surface,Storm latitude,storm,storm,#ffaa55,-27.0,240.0,2,,Representative latitude for dark vortex systems occasionally detected at Uranus
Epsilon Ring Equatorial Crossing,Uranus,surface,Equatorial cloud band,band,band,#c8a8e0,0.0,180.0,2,,The equatorial atmosphere below the point where Uranus' tilted ring plane intersects the equatorial latitude
Voyager 2 Closest Approach,Uranus,surface,Mission corridor,landing,landing,#ffe500,-14.0,35.0,1,,Encounter region for Voyager 2's 24 January 1986 Uranus flyby — the only spacecraft to visit
Abans,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-15.5,251.3,5,20.0 km,Spirit of the iron mines
Agape,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-46.9,336.5,5,34.0 km,Spirit in Spenser's “Fairy Queene.“
Ataksak,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-53.1,224.3,5,22.0 km,Eskimo benevolent spirit
Befana,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-17.0,31.9,5,21.0 km,Good spirit who fills Italian children's stockings with toys on twelfth night
Berylune,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-22.5,327.9,5,29.0 km,Good spirit in Maeterlinck's “The Bluebird.“
Brownie Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-16.0,337.6,3,343.0 km,German good spirits who live in woods
Deive,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-22.3,23.0,5,20.0 km,Spirit of beautiful maiden
Djadek,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-12.0,251.1,5,22.0 km,Czech ancestral benevolent spirit and household guardian
Domovoy,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-71.5,339.7,4,71.0 km,Slavic spirit protector of home
Finvara,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-15.8,19.0,5,31.0 km,Irish king of spirits provided horses and wine to men
Gwyn,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-77.5,22.5,5,34.0 km,Irish god of battle leads mens' souls to Annwn
Huon,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-37.8,33.7,5,40.0 km,Replaced Oberon as King of Spirits when Oberon died
Kachina Chasmata,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-33.7,246.0,1,622.0 km,Pueblo (USA) good spirits who bring rain or other blessings
Kewpie Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-28.3,326.9,2,467.0 km,British race of quaint spirit babies
Korrigan Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-27.6,347.5,3,365.0 km,French wind spirits who cure diseases
Kra Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-32.1,354.2,4,142.0 km,Vital spirits (Gold Coast)
Laica,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-21.3,44.4,5,30.0 km,Inca good spirit
Leprechaun Vallis,Ariel,moon-of-uranus,Vallis,fluvial,moon,#2d78e0,-10.4,10.2,2,328.0 km,Spirits or dwarfs
Mab,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-38.8,352.2,5,34.0 km,"Queen of Spirits, dethroned Titania"
Melusine,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-52.9,8.9,5,50.0 km,Spirit heroine of medieval French story
Oonagh,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-21.9,244.4,5,39.0 km,Irish Queen of Fairies
Pixie Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-20.4,5.1,3,278.0 km,British spirits that live in rocks
Rima,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-18.3,260.8,5,41.0 km,Spirit in Hudson's “Green Mansions.“
Sprite Vallis,Ariel,moon-of-uranus,Vallis,fluvial,moon,#2d78e0,-14.9,340.0,2,305.0 km,Earth spirits
Sylph Chasma,Ariel,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-48.6,353.0,3,349.0 km,British air spirits who influence the temperaments man
Yangoor,Ariel,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-68.7,279.7,1,78.0 km,Spirit that brings day
Alonso,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-44.0,352.6,5,25.0 km,King of Naples in “The Tempest.“
Arden Corona,Miranda,moon-of-uranus,Corona,volcanic,moon,#ff5849,-29.1,73.7,1,318.0 km,"Forest, location of “As You Like It.“"
Argier Rupes,Miranda,moon-of-uranus,Rupes,tectonic,moon,#d4965a,-43.2,322.8,4,141.0 km,Location of earlier action in “The Tempest.“
Dunsinane Regio,Miranda,moon-of-uranus,Regio,moon-feature,moon,#3aeee8,-31.5,11.9,3,244.0 km,Location of castle where Macbeth was defeated
Elsinore Corona,Miranda,moon-of-uranus,Corona,volcanic,moon,#ff5849,-24.8,257.1,1,323.0 km,Location of Hamlet's castle
Ephesus Regio,Miranda,moon-of-uranus,Regio,moon-feature,moon,#3aeee8,-15.0,250.0,3,225.0 km,Home of twins and setting for “The Comedy of Errors.“
Ferdinand,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-34.8,202.1,5,17.0 km,Son of King of Naples loves Miranda in “The Tempest.“
Francisco,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-73.2,236.0,5,14.0 km,A lord of Naples in “The Tempest.“
Gonzalo,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-11.4,77.0,5,11.0 km,Honest old counselor of Naples in “The Tempest.“
Inverness Corona,Miranda,moon-of-uranus,Corona,volcanic,moon,#ff5849,-66.9,325.7,1,234.0 km,Location of Macbeth's castle
Mantua Regio,Miranda,moon-of-uranus,Regio,moon-feature,moon,#3aeee8,-39.6,180.2,2,399.0 km,Location of part of “Two Gentlemen From Verona.“
Naples Sulcus,Miranda,moon-of-uranus,Sulcus,tectonic,moon,#d4965a,-32.0,260.0,3,260.0 km,Destination in “The Tempest.“
Prospero,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-32.9,329.9,5,21.0 km,Rightful Duke of Mila in “The Tempest.“
Sicilia Regio,Miranda,moon-of-uranus,Regio,moon-feature,moon,#3aeee8,-30.0,317.2,3,174.0 km,Location of “Winter's Tale.“
Stephano,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-41.1,234.1,5,16.0 km,A drunken butler in “The Tempest.“
Syracusa Sulcus,Miranda,moon-of-uranus,Sulcus,tectonic,moon,#d4965a,-15.0,293.0,4,40.0 km,Home of twins in the “Comedy of Errors.“
Trinculo,Miranda,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-63.7,163.4,5,11.0 km,A jester in “The Tempest.“
Verona Rupes,Miranda,moon-of-uranus,Rupes,tectonic,moon,#d4965a,-18.3,347.8,1,116.0 km,Where Romeo and Juliet lived
Antony,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-27.5,65.4,5,47.0 km,Shakespearean hero in “Anthony and Cleopatra.“
Caesar,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-26.6,61.1,4,76.0 km,Shakespearean hero in “Julius Caesar.“
Coriolanus,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-11.4,345.2,3,120.0 km,Shakespearean hero
Falstaff,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-22.1,19.0,3,124.0 km,Shakespearean character in “Merry Wives of Windsor.“
Hamlet,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-46.1,44.4,1,206.0 km,Shakespearean hero
Lear,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-5.4,31.5,3,126.0 km,Shakespearean hero in “King Lear.“
Macbeth,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-58.4,112.5,1,203.0 km,Shakespearean hero
Mommur Chasma,Oberon,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-16.3,323.5,2,537.0 km,"Spirit place, forest home of Oberon in “Midsummer Night's Dream.“"
Othello,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-66.0,42.9,3,114.0 km,Shakespearean character
Romeo,Oberon,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-28.7,89.4,3,159.0 km,Shakespearean character in “Romeo and Juliet.“
Bogle,Puck,moon-of-uranus,Impact crater,crater,moon,#ff5faa,0.0,0.0,5,,Scottish mischievous spirits
Butz,Puck,moon-of-uranus,Impact crater,crater,moon,#ff5faa,0.0,0.0,5,,German roguish or evil spirits
Lob,Puck,moon-of-uranus,Impact crater,crater,moon,#ff5faa,0.0,0.0,5,,British mischievous spirits
Adriana,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-20.1,3.9,5,50.0 km,Wife of Antipholus of Ephesus in “The Comedy of Errors.“
Belmont Chasma,Titania,moon-of-uranus,Chasma,tectonic,moon,#d4965a,-8.5,32.6,1,258.0 km,Location in “Merchant of Venice.“
Bona,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-55.8,351.2,4,51.0 km,"Sister of the French queen in “Henry VI, part 3.“"
Calphurnia,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-42.4,291.4,4,100.0 km,Wife of Julius Caesar
Elinor,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-44.8,333.6,4,74.0 km,Mother of King John
Gertrude,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-15.8,287.1,2,326.0 km,Mother of Hamlet
Imogen,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-23.8,321.2,5,28.0 km,Cymbelline's daughter
Iras,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-19.2,338.8,5,33.0 km,Attendant to Cleopatra in “Anthony and Cleopatra.“
Jessica,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-55.3,285.9,4,64.0 km,Shylock's daughter in “The Merchant of Venice.“
Katherine,Titania,moon-of-uranus,Impact crater,crater,moon,#ff5faa,-51.2,331.9,4,75.0 km,Henry VIII's first queen
